YEAR,RECORD_TYPE, NUMBER_SCRIPTS ,NPROPNAME,THER_CLASS,PAYER, UNIQUE_MEMBERS ,TOTAL_COST,COST_PER_USER,COST_PER_SCRIPT,COST_PER_DAYS_SUPPLY,COST_PER_UNIT_DISPENSED, TOTAL_SCRIPTS_FILLED ,YEARLY_PCT_CHANGE_COST_PER_SCRIPT, TOTAL_COST_RANK , COST_PER_USER_RANK , COST_PER_SCRIPT_RANK , COST_PER_DAYS_SUPPLY_RANK , COST_PER_UNIT_DISPENSED_RANK , TOTAL_SCRIPTS_FILLED_RANK , YEARLY_PCT_CHANGE_COST_PER_SCRIPT_RANK , DAYS_SUPPLY_MEDIAN , DAYS_SUPPLY_MEAN , DAYS_SUPPLY_STDDEV , QUANTITY_MEDIAN , QUANTITY_MEAN , QUANTITY_STDDEV ,INSURER_PAID_MEDIAN,INSURER_PAID_MEAN,INSURER_PAID_STDDEV,INSURER_PAID_SUM,MEMBER_PAID_MEDIAN,MEMBER_PAID_MEAN,MEMBER_PAID_STDDEV,MEMBER_PAID_SUM,TOTAL_PAID_MEDIAN,TOTAL_PAID_MEAN,TOTAL_PAID_STDDEV,TOTAL_PAID_SUM,PCT_TOTAL_PHARM_SPENDING,PCT_SCRIPTS_0_18,PCT_SCRIPTS_19_44,PCT_SCRIPTS_45_64,PCT_SCRIPTS_65_PLUS,PCT_SCRIPTS_FEMALE,PCT_SCRIPTS_MALE,PCT_URBAN_CORE,PCT_SUBURBAN,PCT_MICROPOLITAN,PCT_RURAL_SMALLTOWN
2018,Drug, 641 ,TERCONAZOLE VAGINAL,Genitourinary Products,Medicare, 406 ,"$25,916.17",$63.83,$40.43,$3.62,$1.11, 641 ,-13.9%, 954 , 963 , 828 , 604 , 728 , 752 ," 1,045 ", 7.0 , 11.2 , 12.2 , 45.0 , 36.5 , 20.7 ,$25.87,$26.06,$30.71,"$16,704.11",$7.00,$14.03,$16.60,"$8,992.43",$32.81,$40.43,$31.48,"$25,916.17",0.0005%,0.0%,11.1%,19.2%,69.7%,97.7%,2.3%,66.9%,10.0%,12.8%,10.3%
2018,Drug," 1,574 ",TERCONAZOLE VAGINAL,Genitourinary Products,Minnesota Health Care Programs," 1,312 ","$63,101.37",$48.10,$40.09,$5.30,$1.18," 1,574 ",4.9%, 673 , 872 , 653 , 473 , 630 , 532 , 437 , 7.0 , 7.6 , 6.8 , 45.0 , 34.0 , 16.2 ,$33.17,$38.05,$27.50,"$59,896.15",$0.00,$1.41,$4.75,"$2,212.17",$34.51,$40.09,$26.98,"$63,101.37",0.0011%,,,,,99.3%,0.7%,75.9%,6.1%,11.8%,6.2%
2018,Drug," 2,783 ",TERIFLUNOMIDE,Misc Psychotherapeutic/Neurolog,Commercial, 329 ,"$18,965,392.14","$57,645.57","$6,814.73",$236.49,$230.54," 2,783 ",6.1%, 22 , 45 , 70 , 71 , 92 , 460 , 430 , 28.0 , 28.8 , 6.7 , 28.0 , 29.6 , 15.0 ,"$6,452.87","$6,413.19","$3,249.09","$17,847,912.03",$25.00,$398.94,"$1,089.05","$1,110,244.76","$6,452.98","$6,814.73","$3,218.54","$18,965,392.14",0.3428%,,,,,75.5%,24.5%,65.7%,13.0%,10.6%,10.6%
2018,Drug," 1,210 ",TERIFLUNOMIDE,Misc Psychotherapeutic/Neurolog,Medicare, 154 ,"$9,409,951.69","$61,103.58","$7,776.82",$237.21,$231.93," 1,210 ",-2.1%, 49 , 33 , 57 , 63 , 67 , 634 , 717 , 28.0 , 32.8 , 15.5 , 28.0 , 33.5 , 18.6 ,"$6,574.64","$7,449.34","$3,719.71","$9,013,696.32",$0.00,$277.03,$642.75,"$335,207.70","$6,737.86","$7,776.82","$3,748.86","$9,409,951.69",0.1701%,0.0%,13.6%,62.6%,23.9%,69.6%,30.4%,60.3%,16.0%,8.4%,15.3%
2018,Drug, 699 ,TERIFLUNOMIDE,Misc Psychotherapeutic/Neurolog,Minnesota Health Care Programs, 103 ,"$4,539,464.61","$44,072.47","$6,494.23",$232.07,$231.94, 699 ,9.3%, 50 , 27 , 36 , 40 , 57 , 672 , 264 , 28.0 , 28.0 , 0.4 , 28.0 , 28.0 , -   ,"$6,450.23","$6,469.84",$546.12,"$4,522,416.35",$3.00,$4.72,$7.28,"$3,299.66","$6,452.98","$6,494.23",$517.27,"$4,539,464.61",0.0820%,0.0%,56.7%,43.3%,0.0%,64.8%,35.2%,47.5%,20.0%,15.3%,17.2%
2018,Drug," 1,224 ",TERIPARATIDE (RECOMBINANT),Endocrine and Metabolic Drugs,Commercial, 197 ,"$4,336,723.12","$22,013.82","$3,543.07",$118.63,"$1,539.81"," 1,224 ",8.9%, 98 , 93 , 99 , 109 , 23 , 612 , 334 , 28.0 , 29.9 , 9.8 , 2.0 , 2.3 , 1.1 ,"$3,277.31","$3,279.93","$1,395.39","$4,014,632.52",$25.00,$242.87,$639.92,"$297,278.25","$3,326.99","$3,543.07","$1,331.42","$4,336,723.12",0.0784%,1.0%,4.6%,70.1%,24.3%,81.0%,19.0%,65.7%,11.6%,9.2%,13.5%
2018,Drug," 2,670 ",TERIPARATIDE (RECOMBINANT),Endocrine and Metabolic Drugs,Medicare, 412 ,"$9,923,487.28","$24,086.13","$3,716.66",$119.81,"$1,530.93"," 2,670 ",12.3%, 43 , 83 , 83 , 93 , 13 , 492 , 151 , 28.0 , 31.0 , 12.1 , 2.0 , 2.4 , 1.3 ,"$3,250.94","$3,439.19","$1,475.51","$9,182,626.75",$161.20,$272.04,$499.96,"$726,355.74","$3,387.98","$3,716.66","$1,570.49","$9,923,487.28",0.1794%,0.0%,2.0%,13.2%,84.8%,83.1%,16.9%,67.2%,10.2%,7.2%,15.5%
2018,Drug, 408 ,TERIPARATIDE (RECOMBINANT),Endocrine and Metabolic Drugs,Minnesota Health Care Programs, 66 ,"$1,353,412.74","$20,506.25","$3,317.19",$116.21,"$1,614.28", 408 ,12.0%, 153 , 54 , 57 , 68 , 11 , 767 , 201 , 28.0 , 28.5 , 4.0 , 2.0 , 2.1 , 0.4 ,"$3,318.06","$3,047.50",$945.68,"$1,243,378.73",$3.00,$6.21,$20.54,"$2,533.58","$3,341.90","$3,317.19",$477.05,"$1,353,412.74",0.0245%,0.0%,16.4%,72.3%,11.3%,78.2%,21.8%,55.1%,5.1%,11.8%,27.9%
2018,Drug," 9,374 ",TESTOSTERONE,Endocrine and Metabolic Drugs,Commercial," 2,157 ","$7,545,944.52","$3,498.35",$804.99,$18.93,$4.75," 9,374 ",0.2%, 62 , 203 , 233 , 304 , 555 , 283 , 662 , 30.0 , 42.5 , 23.8 , 150.0 , 169.5 , 152.0 ,$555.62,$727.65,$725.58,"$6,820,999.19",$25.00,$77.23,$181.31,"$723,942.85",$618.98,$804.99,$733.96,"$7,545,944.52",0.1364%,1.3%,19.4%,65.6%,13.6%,2.8%,97.2%,72.0%,12.2%,7.1%,8.8%
2018,Drug," 5,721 ",TESTOSTERONE,Endocrine and Metabolic Drugs,Medicare," 1,246 ","$4,082,285.53","$3,276.31",$713.56,$17.51,$4.89," 5,721 ",2.2%, 125 , 206 , 217 , 282 , 494 , 351 , 518 , 30.0 , 40.8 , 23.0 , 90.0 , 145.8 , 139.3 ,$485.72,$615.30,$618.86,"$3,520,114.18",$30.00,$97.41,$165.53,"$557,309.97",$603.09,$713.56,$658.04,"$4,082,285.53",0.0738%,0.0%,8.5%,21.9%,69.6%,0.7%,99.3%,66.4%,10.5%,9.0%,14.2%
2018,Drug," 2,409 ",TESTOSTERONE,Endocrine and Metabolic Drugs,Minnesota Health Care Programs, 485 ,"$1,245,403.67","$2,567.84",$516.98,$18.18,$4.48," 2,409 ",1.3%, 164 , 159 , 180 , 241 , 434 , 452 , 560 , 30.0 , 28.4 , 5.4 , 75.0 , 115.4 , 60.7 ,$396.42,$495.68,$356.72,"$1,194,093.60",$1.00,$3.53,$11.09,"$8,505.11",$479.30,$516.98,$355.39,"$1,245,403.67",0.0225%,3.4%,43.9%,51.8%,0.8%,9.2%,90.8%,70.7%,9.7%,8.1%,11.5%
2018,Drug, 151 ,TESTOSTERONE (BULK),Miscellaneous Products,Commercial, 60 ,"$5,873.70",$97.90,$38.90,$0.97,$1.03, 151 ,5.1%," 1,183 ", 912 , 926 , 994 , 832 ," 1,053 ", 473 , 30.0 , 40.1 , 21.1 , 30.0 , 37.8 , 34.6 ,$1.72,$13.18,$17.75,"$1,989.69",$21.34,$25.71,$32.03,"$3,882.75",$34.04,$38.90,$29.72,"$5,873.70",0.0001%,0.0%,9.9%,74.2%,15.9%,,,,,,
2018,Drug," 11,961 ",TESTOSTERONE CYPIONATE,Endocrine and Metabolic Drugs,Commercial," 2,911 ","$606,658.74",$208.40,$50.72,$1.11,$11.45," 11,961 ",-6.3%, 406 , 707 , 854 , 966 , 379 , 239 , 941 , 28.0 , 45.7 , 26.7 , 3.0 , 4.4 , 3.6 ,$16.33,$27.78,$36.86,"$332,253.91",$15.00,$22.92,$24.90,"$274,199.63",$37.38,$50.72,$40.39,"$606,658.74",0.0110%,5.2%,39.1%,50.5%,5.1%,12.9%,87.1%,71.2%,13.4%,6.8%,8.6%
2018,Drug," 4,604 ",TESTOSTERONE CYPIONATE,Endocrine and Metabolic Drugs,Medicare," 1,197 ","$239,823.58",$200.35,$52.09,$1.01,$11.18," 4,604 ",-7.6%, 582 , 707 , 767 , 895 , 360 , 383 , 916 , 30.0 , 51.6 , 36.2 , 3.0 , 4.7 , 3.8 ,$15.59,$27.17,$33.62,"$125,090.56",$13.14,$24.87,$34.40,"$114,503.24",$38.02,$52.09,$40.33,"$239,823.58",0.0043%,0.0%,10.0%,28.0%,62.0%,3.0%,97.0%,61.7%,12.2%,10.9%,15.3%
2018,Drug," 7,209 ",TESTOSTERONE CYPIONATE,Endocrine and Metabolic Drugs,Minnesota Health Care Programs," 1,272 ","$261,053.79",$205.23,$36.21,$1.37,$13.98," 7,209 ",-7.0%, 395 , 526 , 680 , 730 , 272 , 274 , 858 , 28.0 , 26.5 , 5.5 , 2.0 , 2.6 , 2.6 ,$25.90,$34.52,$33.46,"$248,853.35",$0.00,$1.28,$3.13,"$9,226.35",$26.73,$36.21,$33.38,"$261,053.79",0.0047%,8.7%,59.4%,31.8%,0.2%,27.2%,72.8%,71.9%,9.8%,7.3%,11.1%
2018,Drug, 283 ,TESTOSTERONE ENANTHATE,Endocrine and Metabolic Drugs,Commercial, 92 ,"$20,024.42",$217.66,$70.76,$1.37,$12.67, 283 ,-5.6%," 1,051 ", 697 , 768 , 909 , 361 , 929 , 910 , 35.0 , 51.6 , 25.4 , 5.0 , 5.6 , 2.0 ,$46.37,$42.94,$35.42,"$12,152.10",$20.00,$27.80,$24.68,"$7,867.81",$66.25,$70.76,$28.98,"$20,024.42",0.0004%,5.7%,36.7%,52.3%,5.3%,6.7%,93.3%,55.8%,15.5%,8.8%,19.8%
2018,Drug, 117 ,TESTOSTERONE ENANTHATE,Endocrine and Metabolic Drugs,Medicare, 44 ,"$8,794.95",$199.89,$75.17,$1.29,$12.75, 117 ,-9.6%," 1,072 ", 708 , 674 , 832 , 335 ," 1,042 ", 986 , 70.0 , 58.5 , 26.9 , 5.0 , 5.9 , 3.7 ,$62.95,$51.10,$48.88,"$5,979.15",$12.00,$23.99,$29.30,"$2,806.37",$65.48,$75.17,$51.22,"$8,794.95",0.0002%,0.0%,35.0%,16.2%,48.7%,,,46.2%,17.9%,12.0%,23.9%
2018,Drug, 191 ,TESTOSTERONE ENANTHATE,Endocrine and Metabolic Drugs,Minnesota Health Care Programs, 49 ,"$14,319.60",$292.24,$74.97,$2.24,$13.26, 191 ,11.5%, 928 , 463 , 537 , 629 , 274 , 905 , 207 , 30.0 , 33.4 , 12.0 , 5.0 , 5.7 , 2.5 ,$65.11,$72.08,$31.11,"$13,766.65",$0.00,$1.43,$2.30,$273.09,$65.98,$74.97,$30.58,"$14,319.60",0.0003%,,,,,11.5%,88.5%,47.1%,16.2%,18.8%,17.8%
2018,Drug," 1,585 ","TETANUS TOXOID,DIPHTHERIA,ACELLULAR PERTUSSIS ADSORB (TDAP)",Biologicals,Commercial," 1,580 ","$94,143.26",$59.58,$59.40,$34.10,$74.25," 1,585 ",1.3%, 787 ," 1,035 ", 810 , 219 , 172 , 575 , 631 , 1.0 , 1.7 , 5.2 , 1.0 , 0.8 , 0.3 ,$56.33,$54.89,$14.65,"$87,004.16",$0.00,$4.48,$17.75,"$7,101.37",$57.04,$59.40,$15.47,"$94,143.26",0.0017%,,,,,47.0%,53.0%,65.2%,10.8%,8.6%,15.4%
2018,Drug," 7,832 ","TETANUS TOXOID,DIPHTHERIA,ACELLULAR PERTUSSIS ADSORB (TDAP)",Biologicals,Medicare," 7,804 ","$591,315.45",$75.77,$75.50,$31.75,$78.71," 7,832 ",14.7%, 418 , 936 , 672 , 209 , 146 , 304 , 111 , 1.0 , 2.4 , 6.3 , 1.0 , 1.0 , 0.5 ,$12.12,$19.58,$23.38,"$153,372.09",$51.65,$55.88,$36.34,"$437,662.61",$62.01,$75.50,$29.79,"$591,315.45",0.0107%,0.0%,0.5%,3.6%,95.9%,59.3%,40.7%,58.4%,12.5%,13.1%,16.0%
2018,Drug, 548 ,"TETANUS TOXOID,DIPHTHERIA,ACELLULAR PERTUSSIS ADSORB (TDAP)",Biologicals,Minnesota Health Care Programs, 548 ,"$31,938.35",$58.28,$58.28,$38.02,$63.06, 548 ,4.0%, 789 , 826 , 577 , 148 , 126 , 716 , 464 , 1.0 , 1.5 , 3.9 , 1.0 , 0.9 , 0.2 ,$55.96,$56.27,$9.37,"$30,835.56",$0.00,$1.92,$5.15,"$1,054.10",$57.00,$58.28,$8.91,"$31,938.35",0.0006%,,,,,51.5%,48.5%,70.1%,9.1%,6.9%,13.9%
2018,Drug, 117 ,"TETANUS,DIPHTHERIA TOXOIDS (TD)",Biologicals,Commercial, 116 ,"$6,331.66",$54.58,$54.12,$22.06,$59.45, 117 ,14.0%," 1,177 "," 1,057 ", 835 , 274 , 195 ," 1,104 ", 215 , 1.0 , 2.5 , 6.4 , 1.0 , 0.9 , 0.4 ,$48.66,$45.53,$18.46,"$5,327.52",$0.00,$8.57,$18.66,"$1,002.41",$48.66,$54.12,$26.08,"$6,331.66",0.0001%,,,,,57.3%,42.7%,,,,
2018,Drug," 2,713 ","TETANUS,DIPHTHERIA TOXOIDS (TD)",Biologicals,Medicare," 2,708 ","$174,102.16",$64.29,$64.17,$22.85,$65.01," 2,713 ",31.2%, 645 , 960 , 708 , 237 , 160 , 486 , 33 , 1.0 , 2.8 , 7.0 , 1.0 , 1.0 , 0.7 ,$0.00,$11.02,$17.35,"$29,894.94",$49.30,$53.15,$27.70,"$144,193.50",$58.00,$64.17,$24.49,"$174,102.16",0.0031%,,,,,60.6%,39.4%,76.9%,10.7%,4.7%,7.8%
2018,Drug, 11 ,"TETANUS,DIPHTHERIA TOXOIDS (TD)",Biologicals,Minnesota Health Care Programs, 11 ,$433.10,$39.37,$39.37,$39.37,$41.25, 11 ,-13.9%," 1,181 ", 911 , 657 , 144 , 153 ," 1,226 ", 994 , 1.0 , 1.0 , -   , 1.0 , 1.0 , 0.2 ,$33.76,$38.50,$8.56,$423.46,$0.00,$0.82,$1.40,$9.00,$33.76,$39.37,$8.68,$433.10,0.0000%,,,,,,,,,,
2018,Drug, 376 ,TETRABENAZINE,Misc Psychotherapeutic/Neurolog,Medicare, 56 ,"$1,678,396.72","$29,971.37","$4,463.82",$135.10,$53.35, 376 ,-15.4%, 249 , 69 , 78 , 89 , 173 , 850 ," 1,070 ", 30.0 , 33.0 , 17.0 , 60.0 , 83.7 , 56.3 ,"$3,108.33","$4,266.90","$3,602.41","$1,604,353.96",$0.00,$181.79,$506.04,"$68,352.73","$3,136.92","$4,463.82","$3,646.05","$1,678,396.72",0.0303%,0.0%,6.1%,39.9%,54.0%,54.5%,45.5%,47.6%,17.0%,21.0%,14.4%
2018,Drug, 102 ,TETRACAINE HCL (BULK),Miscellaneous Products,Commercial, 85 ,$907.87,$10.68,$8.90,$3.31,$1.71, 102 ,11.3%," 1,323 "," 1,305 "," 1,248 ", 703 , 729 ," 1,129 ", 284 , 3.0 , 2.7 , 3.0 , 3.0 , 5.2 , 23.5 ,$0.00,$2.63,$4.88,$267.77,$7.34,$6.28,$4.67,$640.10,$7.34,$8.90,$5.94,$907.87,0.0000%,,,,,57.8%,42.2%,,,,
2018,Drug, 24 ,TETRACAINE HCL (BULK),Miscellaneous Products,Minnesota Health Care Programs, 22 ,$154.70,$7.03,$6.45,$3.22,$2.21, 24 ,18.8%," 1,215 "," 1,200 "," 1,126 ", 559 , 536 ," 1,190 ", 127 , 2.0 , 2.0 , 1.0 , 3.0 , 2.9 , 0.4 ,$6.23,$5.42,$2.34,$130.01,$0.00,$1.03,$2.18,$24.69,$6.23,$6.45,$0.87,$154.70,0.0000%,,,,,,,,,,
2018,Drug, 20 ,TETRACAINE HCL (OPHTH),Topical Products,Commercial, 17 ,$179.92,$10.58,$9.00,$0.30,$0.60, 20 ,-61.6%," 1,371 "," 1,311 "," 1,246 "," 1,255 ", 946 ," 1,359 "," 1,318 ", 17.5 , 30.2 , 31.1 , 15.0 , 15.0 , -   ,$0.00,$0.46,$2.05,$9.19,$9.14,$8.54,$2.08,$170.73,$9.18,$9.00,$0.53,$179.92,0.0000%,,,,,,,,,,
2018,Drug, 622 ,TETRACYCLINE HCL,Anti-Infective Agents,Commercial, 383 ,"$162,867.37",$425.24,$261.84,$10.58,$2.83, 622 ,-27.8%, 682 , 572 , 465 , 443 , 645 , 757 ," 1,258 ", 14.0 , 24.8 , 21.4 , 60.0 , 92.5 , 84.8 ,$161.53,$228.99,$279.18,"$142,433.82",$14.00,$32.78,$60.71,"$20,389.14",$193.79,$261.84,$275.41,"$162,867.37",0.0029%,14.3%,31.0%,47.1%,7.6%,63.5%,36.5%,68.6%,6.3%,10.9%,14.1%
2018,Drug, 320 ,TETRACYCLINE HCL,Anti-Infective Agents,Medicare, 227 ,"$83,757.07",$368.97,$261.74,$14.46,$2.94, 320 ,1.2%, 769 , 582 , 410 , 325 , 562 , 881 , 561 , 13.0 , 18.1 , 19.9 , 56.0 , 89.1 , 96.6 ,$117.31,$210.88,$274.56,"$67,480.24",$10.00,$50.49,$96.50,"$16,156.96",$152.49,$261.74,$300.62,"$83,757.07",0.0015%,0.0%,10.0%,11.3%,78.8%,65.0%,35.0%,64.7%,5.6%,12.8%,16.9%
2018,Drug, 423 ,TETRACYCLINE HCL,Anti-Infective Agents,Minnesota Health Care Programs, 327 ,"$118,371.10",$361.99,$279.84,$16.05,$4.52, 423 ,-10.2%, 554 , 432 , 304 , 256 , 432 , 760 , 933 , 14.0 , 17.4 , 8.2 , 56.0 , 61.9 , 54.1 ,$244.32,$262.36,$163.19,"$110,980.32",$0.00,$11.75,$61.48,"$4,971.33",$253.19,$279.84,$159.19,"$118,371.10",0.0021%,,,,,58.2%,41.8%,75.7%,2.8%,11.3%,10.2%
2018,Drug, 306 ,"TEZACAFTOR,IVACAFTOR",Respiratory Agents,Commercial, 52 ,"$6,877,062.53","$132,251.20","$22,474.06",$803.96,$403.96, 306 ,, 68 , 6 , 9 , 9 , 67 , 913 ,, 28.0 , 28.0 , 0.5 , 56.0 , 55.6 , 5.8 ,"$22,619.87","$21,823.86","$2,946.95","$6,678,101.00",$0.00,$628.20,"$2,056.34","$192,230.72","$22,948.31","$22,474.06","$2,091.97","$6,877,062.53",0.1243%,,,,,62.7%,37.3%,68.0%,6.5%,6.9%,18.6%
2018,Drug, 91 ,"TEZACAFTOR,IVACAFTOR",Respiratory Agents,Medicare, 15 ,"$2,118,186.27","$141,212.42","$23,276.77",$813.44,$411.14, 91 ,, 203 , 3 , 5 , 5 , 46 ," 1,089 ",, 28.0 , 28.6 , 4.1 , 56.0 , 56.6 , 5.9 ,"$23,324.18","$23,251.83",$661.23,"$2,115,916.65",$0.00,$24.94,$236.39,"$2,269.62","$23,324.18","$23,276.77",$633.62,"$2,118,186.27",0.0383%,,,,,45.1%,54.9%,49.5%,15.4%,14.3%,20.9%
2018,Drug, 47 ,"TEZACAFTOR,IVACAFTOR",Respiratory Agents,Minnesota Health Care Programs, 13 ,"$1,019,352.36","$78,411.72","$21,688.35",$774.58,$387.29, 47 ,, 191 , 10 , 7 , 7 , 41 ," 1,126 ",, 28.0 , 28.0 , -   , 56.0 , 56.0 , -   ,"$22,893.70","$21,132.01","$4,489.50","$993,204.46",$0.00,$0.83,$1.32,$39.00,"$23,072.00","$21,688.35","$3,244.65","$1,019,352.36",0.0184%,,,,,36.2%,63.8%,,,,
2018,Drug, 694 ,THEOPHYLLINE,Respiratory Agents,Commercial, 157 ,"$145,142.40",$924.47,$209.14,$3.60,$1.95, 694 ,34.2%, 709 , 405 , 513 , 680 , 708 , 735 , 55 , 31.0 , 58.1 , 30.0 , 90.0 , 107.3 , 81.1 ,$130.57,$180.94,$208.84,"$125,569.78",$10.00,$22.36,$42.01,"$15,517.23",$156.26,$209.14,$211.39,"$145,142.40",0.0026%,1.9%,6.5%,55.8%,35.9%,51.7%,48.3%,54.5%,13.7%,15.3%,16.6%
2018,Drug," 2,252 ",THEOPHYLLINE,Respiratory Agents,Medicare, 438 ,"$369,296.60",$843.14,$163.99,$3.23,$2.05," 2,252 ",26.8%, 514 , 422 , 498 , 630 , 611 , 518 , 41 , 30.0 , 50.7 , 30.1 , 60.0 , 80.0 , 66.0 ,$77.86,$124.09,$141.46,"$279,456.57",$18.00,$39.20,$62.40,"$88,286.45",$113.63,$163.99,$162.07,"$369,296.60",0.0067%,0.0%,1.3%,18.5%,80.2%,59.1%,40.9%,37.8%,11.8%,15.4%,35.0%
2018,Drug, 460 ,THEOPHYLLINE,Respiratory Agents,Minnesota Health Care Programs, 67 ,"$51,936.49",$775.17,$112.91,$3.75,$2.37, 460 ,20.0%, 717 , 316 , 444 , 531 , 524 , 746 , 116 , 30.0 , 30.1 , 5.4 , 30.0 , 47.5 , 25.3 ,$71.61,$111.17,$97.16,"$51,138.50",$1.00,$1.21,$1.92,$558.20,$72.61,$112.91,$97.62,"$51,936.49",0.0009%,,,,,62.2%,37.8%,38.0%,13.3%,14.6%,34.1%
2018,Drug, 395 ,THIAMINE HCL,Nutritional Products,Commercial, 138 ,$702.93,$5.09,$1.78,$0.05,$0.03, 395 ,-22.5%," 1,333 "," 1,368 "," 1,374 "," 1,377 "," 1,350 ", 850 ," 1,233 ", 30.0 , 37.9 , 23.5 , 31.0 , 52.5 , 32.4 ,$1.46,$1.54,$0.90,$610.14,$0.00,$0.23,$1.04,$92.79,$1.56,$1.78,$1.11,$702.93,0.0000%,0.0%,3.0%,71.4%,25.6%,42.5%,57.5%,86.1%,3.5%,6.8%,3.5%
2018,Drug," 1,592 ",THIAMINE HCL,Nutritional Products,Medicare, 420 ,"$4,825.47",$11.49,$3.03,$0.09,$0.07," 1,592 ",-4.6%," 1,121 "," 1,235 "," 1,261 "," 1,261 "," 1,203 ", 579 , 823 , 30.0 , 33.8 , 21.9 , 30.0 , 42.5 , 33.9 ,$1.82,$2.61,$2.09,"$4,161.45",$0.00,$0.41,$1.57,$656.06,$2.31,$3.03,$2.18,"$4,825.47",0.0001%,,,,,47.9%,52.1%,41.0%,7.5%,21.1%,30.3%
2018,Drug," 7,163 ",THIAMINE HCL,Nutritional Products,Minnesota Health Care Programs," 2,555 ","$16,661.52",$6.52,$2.33,$0.06,$0.05," 7,163 ",3.0%, 900 ," 1,203 "," 1,216 "," 1,221 "," 1,181 ", 276 , 502 , 30.0 , 37.2 , 22.4 , 30.0 , 51.3 , 48.2 ,$1.69,$1.92,$1.56,"$13,762.26",$0.00,$0.40,$1.31,"$2,897.50",$1.81,$2.33,$1.90,"$16,661.52",0.0003%,0.8%,23.9%,65.9%,9.4%,42.0%,58.0%,68.2%,6.5%,11.4%,13.9%
2018,Drug, 273 ,THIAMINE MONONITRATE,Nutritional Products,Commercial, 122 ,$575.19,$4.71,$2.11,$0.05,$0.05, 273 ,12.4%," 1,342 "," 1,370 "," 1,370 "," 1,370 "," 1,333 ", 937 , 257 , 30.0 , 39.3 , 26.6 , 30.0 , 44.9 , 35.7 ,$1.28,$1.83,$1.49,$499.06,$0.00,$0.28,$0.80,$76.13,$1.39,$2.11,$1.50,$575.19,0.0000%,,,,,50.2%,49.8%,,,,
2018,Drug," 1,303 ",THIAMINE MONONITRATE,Nutritional Products,Medicare, 307 ,"$5,048.75",$16.45,$3.87,$0.12,$0.09," 1,303 ",15.2%," 1,116 "," 1,197 "," 1,240 "," 1,240 "," 1,174 ", 612 , 109 , 30.0 , 31.3 , 18.4 , 30.0 , 42.0 , 32.8 ,$3.28,$3.64,$2.69,"$4,746.69",$0.00,$0.22,$1.06,$291.80,$3.32,$3.87,$2.60,"$5,048.75",0.0001%,,,,,62.8%,37.2%,50.3%,8.8%,15.4%,25.5%
2018,Drug," 2,908 ",THIAMINE MONONITRATE,Nutritional Products,Minnesota Health Care Programs," 1,201 ","$5,868.14",$4.89,$2.02,$0.06,$0.05," 2,908 ",-0.2%," 1,018 "," 1,217 "," 1,222 "," 1,220 "," 1,173 ", 428 , 626 , 30.0 , 32.1 , 15.9 , 30.0 , 40.2 , 26.9 ,$1.73,$1.75,$1.07,"$5,077.24",$0.00,$0.27,$0.57,$789.49,$1.79,$2.02,$0.97,"$5,868.14",0.0001%,1.2%,25.6%,63.7%,9.5%,48.3%,51.7%,70.6%,6.1%,11.9%,11.5%
2018,Drug, 24 ,THIOGUANINE,Antineoplastic Agents,Commercial, 23 ,"$11,682.32",$507.93,$486.76,$40.99,$25.29, 24 ,-9.5%," 1,111 ", 537 , 326 , 189 , 277 ," 1,344 "," 1,041 ", 14.0 , 11.9 , 4.4 , 16.0 , 19.3 , 9.7 ,$395.95,$477.77,$248.06,"$11,466.37",$0.00,$9.00,$16.79,$215.95,$401.07,$486.76,$244.21,"$11,682.32",0.0002%,,,,,,,,,,
2018,Drug, 31 ,THIOGUANINE,Antineoplastic Agents,Minnesota Health Care Programs, 30 ,"$15,246.64",$508.22,$491.83,$33.51,$21.65, 31 ,-1.3%, 921 , 375 , 187 , 161 , 218 ," 1,168 ", 666 , 14.0 , 14.7 , 3.8 , 17.0 , 22.7 , 12.3 ,$367.91,$475.25,$314.82,"$14,732.90",$0.00,$0.19,$0.75,$6.00,$402.89,$491.83,$304.42,"$15,246.64",0.0003%,,,,,48.4%,51.6%,,,,
2018,Drug, 91 ,THIORIDAZINE HCL,Central Nervous System Drugs,Commercial, 25 ,"$8,019.88",$320.80,$88.13,$2.20,$0.70, 91 ,31.6%," 1,151 ", 620 , 707 , 799 , 910 ," 1,159 ", 65 , 30.0 , 40.1 , 25.8 , 100.0 , 125.6 , 75.8 ,$46.09,$53.55,$42.39,"$4,873.40",$5.58,$14.77,$28.56,"$1,344.27",$78.93,$88.13,$56.53,"$8,019.88",0.0001%,,,,,54.9%,45.1%,,,,
2018,Drug," 1,365 ",THIORIDAZINE HCL,Central Nervous System Drugs,Medicare, 156 ,"$99,249.43",$636.21,$72.71,$2.14,$0.68," 1,365 ",15.2%, 740 , 477 , 681 , 715 , 829 , 606 , 107 , 30.0 , 34.0 , 20.9 , 75.0 , 107.2 , 106.2 ,$45.63,$60.29,$59.16,"$82,301.33",$0.00,$9.39,$23.15,"$12,813.34",$53.28,$72.71,$63.39,"$99,249.43",0.0018%,0.0%,4.6%,43.7%,51.7%,40.4%,59.6%,56.9%,4.2%,18.5%,20.4%
